MTrk
0 Meta TrkName "charlene"
0 Tempo 550458
0 TimeSig 4/4 24 8
25080 Off ch=1 n=60 v=64
25080 Off ch=1 n=72 v=64
25080 Off ch=1 n=74 v=64
25080 Off ch=1 n=84 v=64
25080 Off ch=1 n=86 v=64
25080 Off ch=1 n=96 v=64
25080 Off ch=1 n=98 v=64
25200 On ch=1 n=31 v=100
25200 On ch=1 n=74 v=100
25200 On ch=1 n=86 v=100
25200 On ch=1 n=98 v=100
25320 Off ch=1 n=31 v=64
25320 Off ch=1 n=74 v=64
25320 Off ch=1 n=86 v=64
25320 Off ch=1 n=98 v=64
25440 On ch=1 n=24 v=100
25440 On ch=1 n=26 v=100
25440 On ch=1 n=31 v=100
25440 On ch=1 n=61 v=100
25440 On ch=1 n=73 v=100
25440 On ch=1 n=74 v=100
25440 On ch=1 n=85 v=100
25440 On ch=1 n=86 v=100
25440 On ch=1 n=96 v=100
25440 On ch=1 n=97 v=100
25440 On ch=1 n=98 v=100
25560 Off ch=1 n=24 v=64
25560 Off ch=1 n=26 v=64
25560 Off ch=1 n=31 v=64
25560 Off ch=1 n=61 v=64
25560 Off ch=1 n=73 v=64
25560 Off ch=1 n=74 v=64
25560 Off ch=1 n=85 v=64
25560 Off ch=1 n=86 v=64
25560 Off ch=1 n=96 v=64
25560 Off ch=1 n=97 v=64
25560 Off ch=1 n=98 v=64
25680 On ch=1 n=31 v=100
25680 On ch=1 n=74 v=100
25680 On ch=1 n=86 v=100
25680 On ch=1 n=98 v=100
25800 Off ch=1 n=31 v=64
25800 Off ch=1 n=74 v=64
25800 Off ch=1 n=86 v=64
25800 Off ch=1 n=98 v=64
25920 On ch=1 n=24 v=100
25920 On ch=1 n=31 v=100
25920 On ch=1 n=60 v=100
25920 On ch=1 n=74 v=100
25920 On ch=1 n=84 v=100
25920 On ch=1 n=86 v=100
25920 On ch=1 n=96 v=100
25920 On ch=1 n=98 v=100
26040 Off ch=1 n=24 v=64
26040 Off ch=1 n=31 v=64
26040 Off ch=1 n=60 v=64
26040 Off ch=1 n=74 v=64
26040 Off ch=1 n=84 v=64
26040 Off ch=1 n=86 v=64
26040 Off ch=1 n=96 v=64
26040 Off ch=1 n=98 v=64
26160 On ch=1 n=31 v=100
26160 On ch=1 n=74 v=100
26160 On ch=1 n=86 v=100
26160 On ch=1 n=98 v=100
26280 Off ch=1 n=31 v=64
26280 Off ch=1 n=74 v=64
26280 Off ch=1 n=86 v=64
26280 Off ch=1 n=98 v=64
26400 On ch=1 n=24 v=100
26400 On ch=1 n=26 v=100
26400 On ch=1 n=31 v=100
26400 On ch=1 n=61 v=100
26400 On ch=1 n=73 v=100
26400 On ch=1 n=74 v=100
26400 On ch=1 n=85 v=100
26400 On ch=1 n=86 v=100
26400 On ch=1 n=96 v=100
26400 On ch=1 n=97 v=100
26400 On ch=1 n=98 v=100
26520 Off ch=1 n=24 v=64
26520 Off ch=1 n=26 v=64
26520 Off ch=1 n=31 v=64
26520 Off ch=1 n=61 v=64
26520 Off ch=1 n=73 v=64
26520 Off ch=1 n=74 v=64
26520 Off ch=1 n=85 v=64
26520 Off ch=1 n=86 v=64
26520 Off ch=1 n=96 v=64
26520 Off ch=1 n=97 v=64
26520 Off ch=1 n=98 v=64
26640 On ch=1 n=31 v=100
26640 On ch=1 n=74 v=100
26640 On ch=1 n=86 v=100
26640 On ch=1 n=98 v=100
26760 Off ch=1 n=31 v=64
26760 Off ch=1 n=74 v=64
26760 Off ch=1 n=86 v=64
26760 Off ch=1 n=98 v=64
26880 On ch=1 n=24 v=100
26880 On ch=1 n=31 v=100
26880 On ch=1 n=60 v=100
26880 On ch=1 n=72 v=100
26880 On ch=1 n=74 v=100
26880 On ch=1 n=84 v=100
26880 On ch=1 n=86 v=100
26880 On ch=1 n=96 v=100
26880 On ch=1 n=98 v=100
26880 On ch=1 n=106 v=100
26880 On ch=1 n=120 v=100
26880 On ch=1 n=121 v=100
26880 On ch=1 n=122 v=100
26880 On ch=1 n=123 v=100
26880 On ch=1 n=124 v=100
27000 Off ch=1 n=24 v=64
27000 Off ch=1 n=31 v=64
27000 Off ch=1 n=60 v=64
27000 Off ch=1 n=72 v=64
27000 Off ch=1 n=74 v=64
27000 Off ch=1 n=84 v=64
27000 Off ch=1 n=86 v=64
27000 Off ch=1 n=96 v=64
27000 Off ch=1 n=98 v=64
27120 On ch=1 n=47 v=100
27120 On ch=1 n=62 v=100
27120 On ch=1 n=75 v=100
27120 On ch=1 n=87 v=100
27120 On ch=1 n=99 v=100
27120 On ch=1 n=111 v=100
27240 Off ch=1 n=47 v=64
27240 Off ch=1 n=62 v=64
27240 Off ch=1 n=75 v=64
27240 Off ch=1 n=87 v=64
27240 Off ch=1 n=99 v=64
27240 Off ch=1 n=111 v=64
27360 On ch=1 n=24 v=100
27360 On ch=1 n=26 v=100
27360 On ch=1 n=31 v=100
27360 On ch=1 n=85 v=100
27360 On ch=1 n=86 v=100
27360 On ch=1 n=96 v=100
27360 On ch=1 n=97 v=100
27360 On ch=1 n=98 v=100
27480 Off ch=1 n=24 v=64
27480 Off ch=1 n=26 v=64
27480 Off ch=1 n=31 v=64
27480 Off ch=1 n=85 v=64
27480 Off ch=1 n=86 v=64
27480 Off ch=1 n=96 v=64
27480 Off ch=1 n=97 v=64
27480 Off ch=1 n=98 v=64
27600 On ch=1 n=49 v=100
27600 On ch=1 n=63 v=100
27600 On ch=1 n=75 v=100
27600 On ch=1 n=87 v=100
27600 On ch=1 n=99 v=100
27600 On ch=1 n=111 v=100
27720 Off ch=1 n=49 v=64
27720 Off ch=1 n=63 v=64
27720 Off ch=1 n=75 v=64
27720 Off ch=1 n=87 v=64
27720 Off ch=1 n=99 v=64
27720 Off ch=1 n=111 v=64
27840 On ch=1 n=24 v=100
27840 On ch=1 n=49 v=100
27840 On ch=1 n=63 v=100
27840 On ch=1 n=75 v=100
27840 On ch=1 n=87 v=100
27840 On ch=1 n=96 v=100
27840 On ch=1 n=99 v=100
27840 On ch=1 n=111 v=100
27960 Off ch=1 n=24 v=64
27960 Off ch=1 n=49 v=64
27960 Off ch=1 n=63 v=64
27960 Off ch=1 n=75 v=64
27960 Off ch=1 n=87 v=64
27960 Off ch=1 n=96 v=64
27960 Off ch=1 n=99 v=64
27960 Off ch=1 n=111 v=64
28080 On ch=1 n=30 v=100
28080 On ch=1 n=86 v=100
28080 On ch=1 n=98 v=100
28200 Off ch=1 n=30 v=64
28200 Off ch=1 n=86 v=64
28200 Off ch=1 n=98 v=64
28320 On ch=1 n=24 v=100
28320 On ch=1 n=26 v=100
28320 On ch=1 n=51 v=100
28320 On ch=1 n=64 v=100
28320 On ch=1 n=76 v=100
28320 On ch=1 n=88 v=100
28320 On ch=1 n=96 v=100
28320 On ch=1 n=97 v=100
28320 On ch=1 n=100 v=100
28320 On ch=1 n=112 v=100
28440 Off ch=1 n=24 v=64
28440 Off ch=1 n=26 v=64
28440 Off ch=1 n=51 v=64
28440 Off ch=1 n=64 v=64
28440 Off ch=1 n=76 v=64
28440 Off ch=1 n=88 v=64
28440 Off ch=1 n=96 v=64
28440 Off ch=1 n=97 v=64
28440 Off ch=1 n=100 v=64
28440 Off ch=1 n=112 v=64
28560 On ch=1 n=50 v=100
28560 On ch=1 n=64 v=100
28560 On ch=1 n=76 v=100
28560 On ch=1 n=88 v=100
28560 On ch=1 n=100 v=100
28560 On ch=1 n=112 v=100
28680 Off ch=1 n=50 v=64
28680 Off ch=1 n=64 v=64
28680 Off ch=1 n=76 v=64
28680 Off ch=1 n=88 v=64
28680 Off ch=1 n=100 v=64
28680 Off ch=1 n=112 v=64
28800 Off ch=1 n=105 v=64
28800 Off ch=1 n=120 v=64
28800 Off ch=1 n=121 v=64
28800 Off ch=1 n=122 v=64
28800 Off ch=1 n=123 v=64
28800 Off ch=1 n=124 v=64
28800 On ch=1 n=12 v=100
28800 On ch=1 n=24 v=100
28800 On ch=1 n=38 v=100
28800 On ch=1 n=63 v=100
28800 On ch=1 n=72 v=100
28800 On ch=1 n=75 v=100
28800 On ch=1 n=84 v=100
28800 On ch=1 n=87 v=100
28800 On ch=1 n=96 v=100
28800 On ch=1 n=99 v=100
28920 Off ch=1 n=12 v=64
28920 Off ch=1 n=24 v=64
28920 Off ch=1 n=38 v=64
28920 Off ch=1 n=63 v=64
28920 Off ch=1 n=72 v=64
28920 Off ch=1 n=75 v=64
28920 Off ch=1 n=84 v=64
28920 Off ch=1 n=87 v=64
28920 Off ch=1 n=96 v=64
28920 Off ch=1 n=99 v=64
29040 On ch=1 n=31 v=100
29040 On ch=1 n=86 v=100
29040 On ch=1 n=98 v=100
29160 Off ch=1 n=31 v=64
29160 Off ch=1 n=86 v=64
29160 Off ch=1 n=98 v=64
29280 On ch=1 n=24 v=100
29280 On ch=1 n=26 v=100
29280 On ch=1 n=31 v=100
29280 On ch=1 n=61 v=100
29280 On ch=1 n=73 v=100
29280 On ch=1 n=74 v=100
29280 On ch=1 n=85 v=100
29280 On ch=1 n=86 v=100
29280 On ch=1 n=96 v=100
29280 On ch=1 n=97 v=100
29280 On ch=1 n=98 v=100
29400 Off ch=1 n=24 v=64
29400 Off ch=1 n=26 v=64
29400 Off ch=1 n=31 v=64
29400 Off ch=1 n=61 v=64
29400 Off ch=1 n=73 v=64
29400 Off ch=1 n=74 v=64
29400 Off ch=1 n=85 v=64
29400 Off ch=1 n=86 v=64
29400 Off ch=1 n=96 v=64
29400 Off ch=1 n=97 v=64
29400 Off ch=1 n=98 v=64
29520 On ch=1 n=31 v=100
29520 On ch=1 n=74 v=100
29520 On ch=1 n=86 v=100
29520 On ch=1 n=98 v=100
29640 Off ch=1 n=31 v=64
29640 Off ch=1 n=74 v=64
29640 Off ch=1 n=86 v=64
29640 Off ch=1 n=98 v=64
29760 On ch=1 n=24 v=100
29760 On ch=1 n=31 v=100
29760 On ch=1 n=60 v=100
29760 On ch=1 n=74 v=100
29760 On ch=1 n=84 v=100
29760 On ch=1 n=86 v=100
29760 On ch=1 n=96 v=100
29760 On ch=1 n=98 v=100
29880 Off ch=1 n=24 v=64
29880 Off ch=1 n=31 v=64
29880 Off ch=1 n=60 v=64
29880 Off ch=1 n=74 v=64
29880 Off ch=1 n=84 v=64
29880 Off ch=1 n=86 v=64
29880 Off ch=1 n=96 v=64
29880 Off ch=1 n=98 v=64
30000 On ch=1 n=31 v=100
30000 On ch=1 n=74 v=100
30000 On ch=1 n=86 v=100
30000 On ch=1 n=98 v=100
30120 Off ch=1 n=31 v=64
30120 Off ch=1 n=74 v=64
30120 Off ch=1 n=86 v=64
30120 Off ch=1 n=98 v=64
30240 On ch=1 n=24 v=100
30240 On ch=1 n=26 v=100
30240 On ch=1 n=31 v=100
30240 On ch=1 n=61 v=100
30240 On ch=1 n=73 v=100
30240 On ch=1 n=74 v=100
30240 On ch=1 n=85 v=100
30240 On ch=1 n=86 v=100
30240 On ch=1 n=96 v=100
30240 On ch=1 n=97 v=100
30240 On ch=1 n=98 v=100
30360 Off ch=1 n=24 v=64
30360 Off ch=1 n=26 v=64
30360 Off ch=1 n=31 v=64
30360 Off ch=1 n=61 v=64
30360 Off ch=1 n=73 v=64
30360 Off ch=1 n=74 v=64
30360 Off ch=1 n=85 v=64
30360 Off ch=1 n=86 v=64
30360 Off ch=1 n=96 v=64
30360 Off ch=1 n=97 v=64
30360 Off ch=1 n=98 v=64
30480 On ch=1 n=31 v=100
30480 On ch=1 n=74 v=100
30480 On ch=1 n=86 v=100
30480 On ch=1 n=98 v=100
30600 Off ch=1 n=31 v=64
30600 Off ch=1 n=74 v=64
30600 Off ch=1 n=86 v=64
30600 Off ch=1 n=98 v=64
30720 On ch=1 n=24 v=100
30720 On ch=1 n=31 v=100
30720 On ch=1 n=60 v=100
30720 On ch=1 n=72 v=100
30720 On ch=1 n=74 v=100
30720 On ch=1 n=84 v=100
30720 On ch=1 n=86 v=100
30720 On ch=1 n=96 v=100
30720 On ch=1 n=98 v=100
30720 On ch=1 n=105 v=100
30840 Off ch=1 n=24 v=64
30840 Off ch=1 n=31 v=64
30840 Off ch=1 n=60 v=64
30840 Off ch=1 n=72 v=64
30840 Off ch=1 n=74 v=64
30840 Off ch=1 n=84 v=64
30840 Off ch=1 n=86 v=64
30840 Off ch=1 n=96 v=64
30840 Off ch=1 n=98 v=64
30960 On ch=1 n=31 v=100
30960 On ch=1 n=74 v=100
30960 On ch=1 n=86 v=100
30960 On ch=1 n=98 v=100
31080 Off ch=1 n=31 v=64
31080 Off ch=1 n=74 v=64
31080 Off ch=1 n=86 v=64
31080 Off ch=1 n=98 v=64
31200 On ch=1 n=24 v=100
31200 On ch=1 n=26 v=100
31200 On ch=1 n=31 v=100
31200 On ch=1 n=61 v=100
31200 On ch=1 n=73 v=100
31200 On ch=1 n=74 v=100
31200 On ch=1 n=85 v=100
31200 On ch=1 n=86 v=100
31200 On ch=1 n=96 v=100
31200 On ch=1 n=97 v=100
31200 On ch=1 n=98 v=100
31320 Off ch=1 n=24 v=64
31320 Off ch=1 n=26 v=64
31320 Off ch=1 n=31 v=64
31320 Off ch=1 n=61 v=64
31320 Off ch=1 n=73 v=64
31320 Off ch=1 n=74 v=64
31320 Off ch=1 n=85 v=64
31320 Off ch=1 n=86 v=64
31320 Off ch=1 n=96 v=64
31320 Off ch=1 n=97 v=64
31320 Off ch=1 n=98 v=64
31440 On ch=1 n=47 v=100
31440 On ch=1 n=63 v=100
31440 On ch=1 n=75 v=100
31440 On ch=1 n=87 v=100
31440 On ch=1 n=99 v=100
31440 On ch=1 n=111 v=100
31560 Off ch=1 n=47 v=64
31560 Off ch=1 n=63 v=64
31560 Off ch=1 n=75 v=64
31560 Off ch=1 n=87 v=64
31560 Off ch=1 n=99 v=64
31560 Off ch=1 n=111 v=64
31680 On ch=1 n=24 v=100
31680 On ch=1 n=47 v=100
31680 On ch=1 n=64 v=100
31680 On ch=1 n=76 v=100
31680 On ch=1 n=84 v=100
31680 On ch=1 n=88 v=100
31680 On ch=1 n=96 v=100
31680 On ch=1 n=100 v=100
31680 On ch=1 n=112 v=100
31800 Off ch=1 n=24 v=64
31800 Off ch=1 n=47 v=64
31800 Off ch=1 n=64 v=64
31800 Off ch=1 n=76 v=64
31800 Off ch=1 n=84 v=64
31800 Off ch=1 n=88 v=64
31800 Off ch=1 n=96 v=64
31800 Off ch=1 n=100 v=64
31800 Off ch=1 n=112 v=64
31920 On ch=1 n=31 v=100
31920 On ch=1 n=86 v=100
31920 On ch=1 n=98 v=100
32040 Off ch=1 n=31 v=64
32040 Off ch=1 n=86 v=64
32040 Off ch=1 n=98 v=64
32160 On ch=1 n=24 v=100
32160 On ch=1 n=26 v=100
32160 On ch=1 n=31 v=100
32160 On ch=1 n=61 v=100
32160 On ch=1 n=73 v=100
32160 On ch=1 n=74 v=100
32160 On ch=1 n=85 v=100
32160 On ch=1 n=86 v=100
32160 On ch=1 n=96 v=100
32160 On ch=1 n=97 v=100
32160 On ch=1 n=98 v=100
32280 Off ch=1 n=24 v=64
32280 Off ch=1 n=26 v=64
32280 Off ch=1 n=31 v=64
32280 Off ch=1 n=61 v=64
32280 Off ch=1 n=73 v=64
32280 Off ch=1 n=74 v=64
32280 Off ch=1 n=85 v=64
32280 Off ch=1 n=86 v=64
32280 Off ch=1 n=96 v=64
32280 Off ch=1 n=97 v=64
32280 Off ch=1 n=98 v=64
32400 On ch=1 n=31 v=100
32400 On ch=1 n=74 v=100
32400 On ch=1 n=86 v=100
32400 On ch=1 n=98 v=100
32520 Off ch=1 n=31 v=64
32520 Off ch=1 n=74 v=64
32520 Off ch=1 n=86 v=64
32520 Off ch=1 n=98 v=64
32640 Off ch=1 n=106 v=64
32640 On ch=1 n=12 v=100
32640 On ch=1 n=24 v=100
32640 On ch=1 n=31 v=100
32640 On ch=1 n=60 v=100
32640 On ch=1 n=72 v=100
32640 On ch=1 n=74 v=100
32640 On ch=1 n=84 v=100
32640 On ch=1 n=86 v=100
32640 On ch=1 n=96 v=100
32640 On ch=1 n=98 v=100
32760 Off ch=1 n=12 v=64
32760 Off ch=1 n=24 v=64
32760 Off ch=1 n=31 v=64
32760 Off ch=1 n=60 v=64
32760 Off ch=1 n=72 v=64
32760 Off ch=1 n=74 v=64
32760 Off ch=1 n=84 v=64
32760 Off ch=1 n=86 v=64
32760 Off ch=1 n=96 v=64
32760 Off ch=1 n=98 v=64
32880 On ch=1 n=31 v=100
32880 On ch=1 n=74 v=100
32880 On ch=1 n=86 v=100
32880 On ch=1 n=98 v=100
33000 Off ch=1 n=31 v=64
33000 Off ch=1 n=74 v=64
33000 Off ch=1 n=86 v=64
33000 Off ch=1 n=98 v=64
33120 On ch=1 n=24 v=100
33120 On ch=1 n=26 v=100
33120 On ch=1 n=31 v=100
33120 On ch=1 n=61 v=100
33120 On ch=1 n=73 v=100
33120 On ch=1 n=74 v=100
33120 On ch=1 n=85 v=100
33120 On ch=1 n=86 v=100
33120 On ch=1 n=96 v=100
33120 On ch=1 n=97 v=100
33120 On ch=1 n=98 v=100
33240 Off ch=1 n=24 v=64
33240 Off ch=1 n=26 v=64
33240 Off ch=1 n=31 v=64
33240 Off ch=1 n=61 v=64
33240 Off ch=1 n=73 v=64
33240 Off ch=1 n=74 v=64
33240 Off ch=1 n=85 v=64
33240 Off ch=1 n=86 v=64
33240 Off ch=1 n=96 v=64
33240 Off ch=1 n=97 v=64
33240 Off ch=1 n=98 v=64
33360 On ch=1 n=31 v=100
33360 On ch=1 n=74 v=100
33360 On ch=1 n=86 v=100
33360 On ch=1 n=98 v=100
33480 Off ch=1 n=31 v=64
33480 Off ch=1 n=74 v=64
33480 Off ch=1 n=86 v=64
33480 Off ch=1 n=98 v=64
33600 On ch=1 n=24 v=100
33600 On ch=1 n=31 v=100
33600 On ch=1 n=60 v=100
33600 On ch=1 n=74 v=100
33600 On ch=1 n=84 v=100
33600 On ch=1 n=86 v=100
33600 On ch=1 n=96 v=100
33600 On ch=1 n=98 v=100
33720 Off ch=1 n=24 v=64
33720 Off ch=1 n=31 v=64
33720 Off ch=1 n=60 v=64
33720 Off ch=1 n=74 v=64
33720 Off ch=1 n=84 v=64
33720 Off ch=1 n=86 v=64
33720 Off ch=1 n=96 v=64
33720 Off ch=1 n=98 v=64
33840 On ch=1 n=31 v=100
33840 On ch=1 n=74 v=100
33840 On ch=1 n=86 v=100
33840 On ch=1 n=98 v=100
33960 Off ch=1 n=31 v=64
33960 Off ch=1 n=74 v=64
33960 Off ch=1 n=86 v=64
33960 Off ch=1 n=98 v=64
34080 On ch=1 n=24 v=100
34080 On ch=1 n=26 v=100
34080 On ch=1 n=31 v=100
34080 On ch=1 n=61 v=100
34080 On ch=1 n=73 v=100
34080 On ch=1 n=74 v=100
34080 On ch=1 n=85 v=100
34080 On ch=1 n=86 v=100
34080 On ch=1 n=96 v=100
34080 On ch=1 n=97 v=100
34080 On ch=1 n=98 v=100
34200 Off ch=1 n=24 v=64
34200 Off ch=1 n=26 v=64
34200 Off ch=1 n=31 v=64
34200 Off ch=1 n=61 v=64
34200 Off ch=1 n=73 v=64
34200 Off ch=1 n=74 v=64
34200 Off ch=1 n=85 v=64
34200 Off ch=1 n=86 v=64
34200 Off ch=1 n=96 v=64
34200 Off ch=1 n=97 v=64
34200 Off ch=1 n=98 v=64
34320 On ch=1 n=31 v=100
34320 On ch=1 n=74 v=100
34320 On ch=1 n=86 v=100
34320 On ch=1 n=98 v=100
34440 Off ch=1 n=31 v=64
34440 Off ch=1 n=74 v=64
34440 Off ch=1 n=86 v=64
34440 Off ch=1 n=98 v=64
34560 On ch=1 n=24 v=100
34560 On ch=1 n=31 v=100
34560 On ch=1 n=60 v=100
34560 On ch=1 n=72 v=100
34560 On ch=1 n=74 v=100
34560 On ch=1 n=84 v=100
34560 On ch=1 n=86 v=100
34560 On ch=1 n=96 v=100
34560 On ch=1 n=98 v=100
34560 On ch=1 n=106 v=100
34560 On ch=1 n=120 v=100
34560 On ch=1 n=121 v=100
34560 On ch=1 n=122 v=100
34560 On ch=1 n=123 v=100
34560 On ch=1 n=124 v=100
34680 Off ch=1 n=24 v=64
34680 Off ch=1 n=31 v=64
34680 Off ch=1 n=60 v=64
34680 Off ch=1 n=72 v=64
34680 Off ch=1 n=74 v=64
34680 Off ch=1 n=84 v=64
34680 Off ch=1 n=86 v=64
34680 Off ch=1 n=96 v=64
34680 Off ch=1 n=98 v=64
34800 On ch=1 n=47 v=100
34800 On ch=1 n=62 v=100
34800 On ch=1 n=75 v=100
34800 On ch=1 n=87 v=100
34800 On ch=1 n=99 v=100
34800 On ch=1 n=111 v=100
34920 Off ch=1 n=47 v=64
34920 Off ch=1 n=62 v=64
34920 Off ch=1 n=75 v=64
34920 Off ch=1 n=87 v=64
34920 Off ch=1 n=99 v=64
34920 Off ch=1 n=111 v=64
35040 On ch=1 n=24 v=100
35040 On ch=1 n=26 v=100
35040 On ch=1 n=31 v=100
35040 On ch=1 n=85 v=100
35040 On ch=1 n=86 v=100
35040 On ch=1 n=96 v=100
35040 On ch=1 n=97 v=100
35040 On ch=1 n=98 v=100
35160 Off ch=1 n=24 v=64
35160 Off ch=1 n=26 v=64
35160 Off ch=1 n=31 v=64
35160 Off ch=1 n=85 v=64
35160 Off ch=1 n=86 v=64
35160 Off ch=1 n=96 v=64
35160 Off ch=1 n=97 v=64
35160 Off ch=1 n=98 v=64
35280 On ch=1 n=49 v=100
35280 On ch=1 n=63 v=100
35280 On ch=1 n=75 v=100
35280 On ch=1 n=87 v=100
35280 On ch=1 n=99 v=100
35280 On ch=1 n=111 v=100
35400 Off ch=1 n=49 v=64
35400 Off ch=1 n=63 v=64
35400 Off ch=1 n=75 v=64
35400 Off ch=1 n=87 v=64
35400 Off ch=1 n=99 v=64
35400 Off ch=1 n=111 v=64
35520 On ch=1 n=24 v=100
35520 On ch=1 n=49 v=100
35520 On ch=1 n=63 v=100
35520 On ch=1 n=75 v=100
35520 On ch=1 n=87 v=100
35520 On ch=1 n=96 v=100
35520 On ch=1 n=99 v=100
35520 On ch=1 n=111 v=100
35640 Off ch=1 n=24 v=64
35640 Off ch=1 n=49 v=64
35640 Off ch=1 n=63 v=64
35640 Off ch=1 n=75 v=64
35640 Off ch=1 n=87 v=64
35640 Off ch=1 n=96 v=64
35640 Off ch=1 n=99 v=64
35640 Off ch=1 n=111 v=64
35760 On ch=1 n=30 v=100
35760 On ch=1 n=86 v=100
35760 On ch=1 n=98 v=100
35880 Off ch=1 n=30 v=64
35880 Off ch=1 n=86 v=64
35880 Off ch=1 n=98 v=64
36000 On ch=1 n=24 v=100
36000 On ch=1 n=26 v=100
36000 On ch=1 n=51 v=100
36000 On ch=1 n=64 v=100
36000 On ch=1 n=76 v=100
36000 On ch=1 n=88 v=100
36000 On ch=1 n=96 v=100
36000 On ch=1 n=97 v=100
36000 On ch=1 n=100 v=100
36000 On ch=1 n=112 v=100
36120 Off ch=1 n=24 v=64
36120 Off ch=1 n=26 v=64
36120 Off ch=1 n=51 v=64
36120 Off ch=1 n=64 v=64
36120 Off ch=1 n=76 v=64
36120 Off ch=1 n=88 v=64
36120 Off ch=1 n=96 v=64
36120 Off ch=1 n=97 v=64
36120 Off ch=1 n=100 v=64
36120 Off ch=1 n=112 v=64
36240 On ch=1 n=50 v=100
36240 On ch=1 n=64 v=100
36240 On ch=1 n=76 v=100
36240 On ch=1 n=88 v=100
36240 On ch=1 n=100 v=100
36240 On ch=1 n=112 v=100
36360 Off ch=1 n=50 v=64
36360 Off ch=1 n=64 v=64
36360 Off ch=1 n=76 v=64
36360 Off ch=1 n=88 v=64
36360 Off ch=1 n=100 v=64
36360 Off ch=1 n=112 v=64
36480 Off ch=1 n=120 v=64
36480 Off ch=1 n=121 v=64
36480 Off ch=1 n=122 v=64
36480 Off ch=1 n=123 v=64
36480 Off ch=1 n=124 v=64
36480 On ch=1 n=24 v=100
36480 On ch=1 n=38 v=100
36480 On ch=1 n=63 v=100
36480 On ch=1 n=72 v=100
36480 On ch=1 n=75 v=100
36480 On ch=1 n=84 v=100
36480 On ch=1 n=87 v=100
36480 On ch=1 n=96 v=100
36480 On ch=1 n=99 v=100
36480 On ch=1 n=116 v=100
36600 Off ch=1 n=24 v=64
36600 Off ch=1 n=38 v=64
36600 Off ch=1 n=63 v=64
36600 Off ch=1 n=72 v=64
36600 Off ch=1 n=75 v=64
36600 Off ch=1 n=84 v=64
36600 Off ch=1 n=87 v=64
36600 Off ch=1 n=96 v=64
36600 Off ch=1 n=99 v=64
36720 On ch=1 n=31 v=100
36720 On ch=1 n=86 v=100
36720 On ch=1 n=98 v=100
36840 Off ch=1 n=31 v=64
36840 Off ch=1 n=86 v=64
36840 Off ch=1 n=98 v=64
36960 On ch=1 n=24 v=100
36960 On ch=1 n=26 v=100
36960 On ch=1 n=31 v=100
36960 On ch=1 n=61 v=100
36960 On ch=1 n=62 v=100
36960 On ch=1 n=73 v=100
36960 On ch=1 n=74 v=100
36960 On ch=1 n=85 v=100
36960 On ch=1 n=86 v=100
36960 On ch=1 n=96 v=100
36960 On ch=1 n=97 v=100
36960 On ch=1 n=98 v=100
37080 Off ch=1 n=24 v=64
37080 Off ch=1 n=26 v=64
37080 Off ch=1 n=31 v=64
37080 Off ch=1 n=61 v=64
37080 Off ch=1 n=62 v=64
37080 Off ch=1 n=73 v=64
37080 Off ch=1 n=74 v=64
37080 Off ch=1 n=85 v=64
37080 Off ch=1 n=86 v=64
37080 Off ch=1 n=96 v=64
37080 Off ch=1 n=97 v=64
37080 Off ch=1 n=98 v=64
37200 On ch=1 n=31 v=100
37200 On ch=1 n=62 v=100
37200 On ch=1 n=74 v=100
37200 On ch=1 n=86 v=100
37200 On ch=1 n=98 v=100
37320 Off ch=1 n=31 v=64
37320 Off ch=1 n=62 v=64
37320 Off ch=1 n=74 v=64
37320 Off ch=1 n=86 v=64
37320 Off ch=1 n=98 v=64
37440 On ch=1 n=24 v=100
37440 On ch=1 n=31 v=100
37440 On ch=1 n=62 v=100
37440 On ch=1 n=74 v=100
37440 On ch=1 n=84 v=100
37440 On ch=1 n=86 v=100
37440 On ch=1 n=96 v=100
37440 On ch=1 n=98 v=100
37560 Off ch=1 n=24 v=64
37560 Off ch=1 n=31 v=64
37560 Off ch=1 n=62 v=64
37560 Off ch=1 n=74 v=64
37560 Off ch=1 n=84 v=64
37560 Off ch=1 n=86 v=64
37560 Off ch=1 n=96 v=64
37560 Off ch=1 n=98 v=64
37680 On ch=1 n=31 v=100
37680 On ch=1 n=62 v=100
37680 On ch=1 n=74 v=100
37680 On ch=1 n=86 v=100
37680 On ch=1 n=98 v=100
37800 Off ch=1 n=31 v=64
37800 Off ch=1 n=62 v=64
37800 Off ch=1 n=74 v=64
37800 Off ch=1 n=86 v=64
37800 Off ch=1 n=98 v=64
37920 On ch=1 n=24 v=100
37920 On ch=1 n=26 v=100
37920 On ch=1 n=31 v=100
37920 On ch=1 n=61 v=100
37920 On ch=1 n=62 v=100
37920 On ch=1 n=73 v=100
37920 On ch=1 n=74 v=100
37920 On ch=1 n=85 v=100
37920 On ch=1 n=86 v=100
37920 On ch=1 n=96 v=100
37920 On ch=1 n=97 v=100
37920 On ch=1 n=98 v=100
38040 Off ch=1 n=24 v=64
38040 Off ch=1 n=26 v=64
38040 Off ch=1 n=31 v=64
38040 Off ch=1 n=61 v=64
38040 Off ch=1 n=62 v=64
38040 Off ch=1 n=73 v=64
38040 Off ch=1 n=74 v=64
38040 Off ch=1 n=85 v=64
38040 Off ch=1 n=86 v=64
38040 Off ch=1 n=96 v=64
38040 Off ch=1 n=97 v=64
38040 Off ch=1 n=98 v=64
38160 On ch=1 n=31 v=100
38160 On ch=1 n=62 v=100
38160 On ch=1 n=74 v=100
38160 On ch=1 n=86 v=100
